Ticket #,Type,Open Date,Summary of the Request,Client,Status,Priority,Rank,Res. Assignee,SLA Start,Projected Violation,Change Order,Chg Ord Status,SBM Status,Violation Date,Resource Grp,Client View,Close Date,CS Group,External Ticket,Area,Resolution Code
28187,Incident,8/3/2013 6:47,CJB Order Jobs Failed in Production,"Khokhar, Jaspreet ",Closed,P3,,"Sriram, Saradha ",,,,,,,v11 CBK Launch Team,NO,8/3/2013 9:14,,,v11.Order Processing Related Issues.Order Flow,
28031,Incident,7/31/2013 15:33,Christopher & Banks-No Gift Card Orders Flowing to DC,Sheperdsville,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,7/31/2013 17:32,,,v11.Operations Related Issues.Operations,
27820,Incident,7/29/2013 13:30,DW CJB Order job still running in Production,Christopher and Banks,Closed,P1,,,,,,,,,v11 CBK Launch Team,NO,7/29/2013 20:35,CBK.TAM,,v11.Feeds Related Issues.Fufillment,
27785,Incident,7/29/2013 9:28,GL File From Early June (06/09/13) sent to SAP in Late July,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,7/29/2013 10:43,CBK.TAM,,v11.Finance Related Issues,
27727,Incident,7/27/2013 9:19,CJB - CJB order job failed on object not found error,Christopher and Banks,Closed,P1,,,,,,,,,v11 CBK Launch Team,YES,7/27/2013 11:49,CBK.TAM,,v11.Order Processing Related Issues.Order Flow,
27669,Incident,7/26/2013 9:57,CBK v11 Outbound Data Warehouse Feeds to True Action will be delivered late,Christopher and Banks,Closed,P2,,,,,,,,,v11 CBK Launch Team,NO,7/26/2013 15:03,CBK.TAM,,v11.Operations Related Issues.Operations,
27450,Request,7/23/2013 19:17,CBK--Issue with Failing ASN Files,Sheperdsville,Closed,P3,,"Felix, Chris ",,,,,,,v11 CBK Launch Team,NO,7/26/2013 13:40,,,v11.Feeds Related Issues.Fufillment,
27376,Incident,7/23/2013 11:46,V11 - CBK/CJB - CSR Webstore and Customer Facing Website - Error at Checkout,CS Clothing,Closed,P3,,"Yang, Jack ",,,,,,,v11 CBK Launch Team,NO,7/31/2013 13:49,Clothing.Client Services Ops,,v11.Call Center Related Issues.CSR Webstore,
27168,Incident,7/19/2013 10:54,CBKNAQA-3668 Webstore is executing a TenderTypeLookupRequest against Payments Service when no tender has been entered into the payments page,Christopher and Banks,Closed,P3,,"Bhatia, Mayank ",8/2/2013 16:13,,,,,,v11 CBK Launch Team,NO,8/2/2013 17:13,CBK.TAM,,v11.Storefront Related Issues.Checkout,
27007,Incident,7/17/2013 6:20,CBK Production Support : CJBUS Order Job Failed,Christopher and Banks,Closed,P1,,,,,,,,,v11 CBK Launch Team,NO,7/18/2013 13:55,CBK.TAM,,v11.Operations Related Issues.Operations,
26949,Incident,7/16/2013 13:19,CBKNAQA-3667 CBK: Promotions detail message links to incorrect promo detail,Central Tools Support User,Closed,P3,,"Boyd, Colin ",7/23/2013 20:08,,,,,,v11 CBK Launch Team,NO,7/25/2013 12:05,CBK.TAM,,v11.Storefront Related Issues.WebStore Display,
26930,Incident,7/16/2013 9:47,Unable to apply CBK/CJB Private Label Credit Card (PLCC) to an Order,CS Clothing,Closed,P1,,"Fender, Brian ",,,,,,,v11 CBK Launch Team,NO,7/19/2013 16:34,Clothing.Client Services Ops,,v11.Call Center Related Issues.CSR Webstore,
26911,Incident,7/15/2013 15:49,Payment Service Ash Vantiv functionality is down,Christopher and Banks,Closed,P3,,,,,,,Change is Live,,v11 CBK Launch Team,NO,7/19/2013 11:20,CBK.TAM,,v11.Payment Related Issues.Gift Cards,
26875,Incident,7/15/2013 11:11,VPRS-15759 Tax for sales are calculated incorrectly,Christopher and Banks,Closed,P1,,"Jadhav, Sameer ",7/17/2013 19:00,,,,,7/18/2013 18:59,v11 CBK Launch Team,YES,7/23/2013 14:45,CBK.TAM,,v11.Storefront Related Issues.Tax,
26865,Request,7/15/2013 10:10,CBKNA - orders to review (ref 26579),Christopher and Banks,Closed,P3,,"Alexander, John ",,,,,,,v11 CBK Launch Team,NO,7/22/2013 9:05,CBK.TAM,,v11.Order Processing Related Issues.Order Flow,
26863,Request,7/15/2013 10:00,Reoccurence of double charge issue,CS Clothing,Closed,P3,,"Thoennes, Frank ",,,,,,,v11 CBK Launch Team,NO,7/23/2013 16:04,Clothing.Client Services Ops,,v11.Payment Related Issues.Tender,
26847,Incident,7/15/2013 6:37,CBKUS - Order Job Failed - Data Warehouse Feeds delay,Christopher and Banks,Closed,P2,,jaswinder,,,,,Change is Live,,v11 CBK Launch Team,NO,7/19/2013 11:32,CBK.TAM,,v11.Feeds Related Issues.Data Warehouse,
26821,Incident,7/12/2013 18:09,CBKNAQA-3666 Styles with no inventory are showing live on site,Christopher and Banks,Closed,P3,,"Soni, Uttam ",7/23/2013 20:01,,,,,,v11 CBK Launch Team,YES,7/29/2013 14:25,CBK.TAM,,v11.Operations Related Issues.Operations,
26798,Incident,7/12/2013 12:30,CBKNAQA-3604 CBK: Localized value updates keep reverting,Central Tools Support User,Closed,P2,,"Boyd, Colin ",7/17/2013 20:50,,,,,,v11 CBK Launch Team,NO,7/23/2013 14:46,,,v11.GSI Manager.Channel Apps,
26780,Incident,7/12/2013 9:39,CBK/CJB: Products that shouldn't be on site showing up with no image and for a penny - URGENT,Central Tools Support User,Closed,P1,,,,,,,,,v11 CBK Launch Team,NO,7/16/2013 17:05,,,v11.Storefront Related Issues.Category,
26658,Request,7/10/2013 16:32,CB/CJ Cache clear requested,Central Tools Support User,Closed,P1,,,,,,,,,v11 CBK Launch Team,NO,7/11/2013 11:15,,,v11.Storefront Related Issues.Category,
26585,Incident,7/9/2013 22:45,CBKNAQA-3533 6 OMS orders stuck in Fraud Hold for more than 3 hours and less than 36,SysOps,Closed,P2,,"Boyd, Colin ",,,,,,,v11 CBK Launch Team,NO,7/11/2013 12:06,,,v11.Order Processing Related Issues.Fraudnet,
26584,Incident,7/9/2013 22:24,V11 - CBK - Error Creating Return Labels,CS Clothing,Closed,P3,,"Knepp, Chris ",,,,,,,v11 CBK Launch Team,NO,7/26/2013 13:19,Clothing.Client Services Ops,,v11.Call Center Related Issues.GSI Customer Care,
26273,Request,7/3/2013 13:03,CBK: OOS Dresses showing wrong image on live webstore,Central Tools Support User,Closed,P2,,"Boyd, Colin ",,,,,,,v11 CBK Launch Team,NO,7/25/2013 11:59,,,v11.Storefront Related Issues.WebStore Display,
26245,Incident,7/3/2013 10:39,Customer Care job needs to be upgraded in 11.3 branch with 11.4 query. ,Christopher and Banks,Closed,P3,,"Sriram, Saradha ",,,,,,,v11 CBK Launch Team,NO,7/17/2013 14:19,CBK.TAM,,v11.Feeds Related Issues.Data Warehouse,
26216,Incident,7/2/2013 18:48,CBK/CJB Gift Card Balance Checker on Website,CS Clothing,Closed,P3,,,7/15/2013 16:35,,,,,,v11 CBK Launch Team,NO,7/19/2013 13:30,Clothing.Client Services Ops,,v11.Payment Related Issues.Gift Cards,
26123,Incident,7/1/2013 14:52,CBKNAQA-3530 AOS Order: We place to cart one size and after order is submitted the size changes,Christopher and Banks,Closed,P2,,"Boyd, Colin ",7/11/2013 10:58,,,,,,v11 CBK Launch Team,YES,7/11/2013 16:27,CBK.TAM,,v11.Storefront Related Issues.Checkout,
26122,Incident,7/1/2013 14:35,"Promo ""REWARD CERTIFICATES PROMOTION $30"" was deleted in CJ. Can we replicate the codes from CB?",Christopher and Banks,Closed,P3,,,7/1/2013 20:05,,,,,,v11 CBK Launch Team,YES,7/3/2013 16:02,CBK.TAM,,v11.GSI Manager.Channel Orders,
26090,Incident,7/1/2013 5:44,CBKNA - Replication failures affecting product data. ,Christopher and Banks,Closed,P1,,"Jadhav, Sameer ",,,,,,,v11 CBK Launch Team,NO,7/1/2013 14:30,CBK.TAM,,v11.3rd Party Related Issues.PowerReviews,
26077,Incident,6/30/2013 9:50,"CRITICAL - ashprdomsapp01a,02,03a,4a.us.gspt.net/svc_oms_app_smcfs_console_login",SysOps,Closed,P2,,"Soni, Uttam ",,,,,,,v11 CBK Launch Team,NO,7/2/2013 10:48,,,Resource_v9_v10.Gomez Private Agent related issues.Agent not executing tests,
26071,Incident,6/29/2013 16:41,"CJB: Item Variants not displaying under the ""Sale"" pages",Central Tools Support User,Closed,P1,,,,,,,,,v11 CBK Launch Team,NO,6/29/2013 18:42,,,v11.Storefront Related Issues.WebStore Display,
26040,Incident,6/28/2013 13:39,CBKNAQA-3509 VPRS-15600 Hidden Gift with purchase - only item showing in orders,Central Tools Support User,Closed,P2,,"Boyd, Colin ",6/28/2013 18:40,,,,,7/2/2013 18:40,v11 CBK Launch Team,NO,7/26/2013 14:35,,,v11.Order Processing Related Issues.Order Flow,
26024,Incident,6/28/2013 9:36,Gomez Hits - CJB CBK - Unable to checkout,SysOps,Closed,P1,,,6/28/2013 10:52,,,,,,v11 CBK Launch Team,NO,7/1/2013 7:21,,,v11.Storefront Related Issues.WebStore Navigation,
25986,Incident,6/27/2013 14:39,CBKNAQA-3663 AOS: Promo not working in Cart,Central Tools Support User,Closed,P3,,"Boyd, Colin ",7/23/2013 19:09,,,,,,v11 CBK Launch Team,NO,7/26/2013 13:28,,,v11.GSI Manager.Channel Cart & Checkout,
25969,Incident,6/27/2013 11:36,"CBK: Promotion showing intermittently, please clear cache",Central Tools Support User,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,6/27/2013 19:40,,,v11.Storefront Related Issues.WebStore Display,
25968,Incident,6/27/2013 11:35,The gift card links for Christopher & Banks are down,Christopher and Banks,Closed,P2,,,,,,,,,v11 CBK Launch Team,YES,6/28/2013 10:58,CBK.TAM,,v11.Payment Related Issues.Gift Cards,
25950,Incident,6/27/2013 8:02,CBK/CJB: Looks like caching issues? - Urgent,Central Tools Support User,Closed,P1,,,6/27/2013 10:25,,,,,6/28/2013 10:24,v11 CBK Launch Team,NO,7/10/2013 15:49,,,v11.Storefront Related Issues.Category,
25893,Incident,6/26/2013 11:16,CBK/CJB: Products in 60% off page not cartable - Urgent (Refer CIQ ticket# 25858),Central Tools Support User,Closed,P1,,,,,,,,,v11 CBK Launch Team,NO,6/29/2013 18:45,,,v11.Storefront Related Issues.Category,
25858,Incident,6/26/2013 8:02,CBK/CJB: Category going to a blank page - Urgent,Central Tools Support User,Closed,P2,,,,,,,,,v11 CBK Launch Team,NO,6/26/2013 10:39,,,v11.Storefront Related Issues.Category,
25851,Incident,6/25/2013 21:16,CBK and CJB Reships in OMS (shipping method selection),CS Clothing,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,6/26/2013 9:36,Clothing.Client Services Ops,,v11.Operations Related Issues.Operations,
25810,Incident,6/25/2013 11:45,Address doctor issues impacting AVS in webstore checkout,SysOps,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,7/25/2013 11:52,CBK.TAM,,v11.Integration Related Issues.Address Verification Svc,
25700,Incident,6/24/2013 9:54,CBKNAQA-3531 Store Locator Feed: How do we indicate a store is closed on Sundays,Christopher and Banks,Closed,P3,,"Boyd, Colin ",,,,,,,v11 CBK Launch Team,YES,7/25/2013 11:51,CBK.TAM,,v11.Feeds Related Issues.Store Locator Feed,
25667,Incident,6/22/2013 1:30,SI Receiving errors from  intsftpprd.corp.ebay.com (v11 issue),"Manwani, Hansraj ",Closed,P2,,,,,,,,,v11 CBK Launch Team,NO,6/22/2013 7:20,,,DC_v9_v10.Network Related issues.Responsiveness,
25665,Incident,6/21/2013 18:55,CBK - INFRA-5677 - Provide access to CBK 05 servers from LVS datacenter to Epicore ,Christopher and Banks,Closed,P1,,,,,,,,,v11 CBK Launch Team,NO,6/24/2013 10:35,CBK.TAM,,v11.Connectivity Related Issues.Network,
25648,Incident,6/21/2013 15:25,CBK/CJB Kenshoo Conversion Pixels are incorrect and need to be updated with correct URL.,Christopher and Banks,Closed,P3,,,6/24/2013 11:26,,,,,,v11 CBK Launch Team,NO,6/28/2013 0:02,CBK.TAM,,v11.3rd Party Related Issues.Kenshoo,
25639,Request,6/21/2013 11:25,Partner:CBK/CJB - Issue: Free Shipping not applying for Friendship Rewards (loyalty) members.,CS Clothing,Closed,P3,,"Gupta, Bipin ",,,,,,,v11 CBK Launch Team,NO,7/19/2013 16:35,Clothing.Client Services Ops,,v11.Storefront Related Issues.Checkout,
25636,Incident,6/21/2013 11:13,Partner:CBK/CJB - Issue: Loyalty tab not consistently showing in Customer Care,CS Clothing,Closed,P3,,"Knepp, Chris ",,,,,,,v11 CBK Launch Team,NO,7/26/2013 13:47,Clothing.Client Services Ops,,v11.Call Center Related Issues.GSI Customer Care,
25607,Request,6/20/2013 17:23,Customer's order is not pulling up in Customer Care or OMS,CS Clothing,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,7/9/2013 13:42,Clothing.Client Services Ops,,v11.Order Processing Related Issues.Orders Delayed/Missing,
25604,Incident,6/20/2013 16:55,Partner: CBK and CJB - Issue: Unable to enroll in Friendship Rewards Program,CS Clothing,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,6/24/2013 12:56,Clothing.Client Services Ops,,v11.Storefront Related Issues.MyAccount,
25580,Incident,6/20/2013 12:09,"Items not in Completeness Check, GSI Manager says no Inventory but Store Reporting says you do have inventory.",Christopher and Banks,Closed,P1,,"Tamburrino, Veronica ",7/16/2013 14:23,,,,,7/17/2013 14:21,v11 CBK Launch Team,NO,7/25/2013 11:38,CBK.TAM,,v11.GSI Manager.GSI Manager,
25510,Incident,6/19/2013 13:13,"Items sent via feed not linking to master/showing as ""products""",Central Tools Support User,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,7/26/2013 13:50,,,v11.GSI Manager.Master Catalogs,
25504,Incident,6/19/2013 12:30,CBKNAQA-3488 - CBK: Item removal from category in feed not trickling down,Central Tools Support User,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,7/2/2013 20:26,,,v11.GSI Manager.Channels,
25477,Incident,6/19/2013 9:25,Orders being shipped to wrong address,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,7/19/2013 11:10,CBK.TAM,,v11.Fulfillment Related Issues.Shipping,
25472,Incident,6/19/2013 8:39,We have sent pricing for items failing due to Pricing in Completeness Check,Christopher and Banks,Closed,P1,,,,,,,,,v11 CBK Launch Team,YES,6/20/2013 10:29,CBK.TAM,,v11.GSI Manager.Channel Catalog,
25443,Request,6/18/2013 16:36,Christopher and Banks RID 009746 (ACRE for order #100000637639),CS Clothing,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,6/27/2013 13:40,Clothing.Client Services Ops,,v11.Call Center Related Issues.GSI Customer Care,
25438,Incident,6/18/2013 15:31,Store/Partner: CBK & CJB - Issue: V11 web platform caps quantity of gift cards able to be used at 2,CS Clothing,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,7/25/2013 13:17,Clothing.Client Services Ops,,v11.Storefront Related Issues.Checkout,
25437,Incident,6/18/2013 15:11,"(CBKNAQA-3524) - Christopher and Banks, V11, Shipping to an APO",CS Clothing,Closed,P2,,,,,,,QA Passed,,v11 CBK Launch Team,NO,7/25/2013 11:44,Clothing.Client Services Ops,,v11.Fulfillment Related Issues.Shipping,
25412,Incident,6/18/2013 11:52,Cannot FTP file to SI,SysOps,Closed,P2,,,6/21/2013 10:22,,,,,6/25/2013 10:53,v11 CBK Launch Team,NO,7/19/2013 11:31,,,v11.Sterling Integrator Issues.Fraud Screen,
25408,Incident,6/18/2013 11:21,CBK: Items not online in GSI Manager,Central Tools Support User,Closed,P3,,"Chaddha, Sanjeev ",6/28/2013 13:12,,,,,,v11 CBK Launch Team,NO,7/1/2013 9:19,,,v11.GSI Manager.Channel Catalog,
25391,Incident,6/18/2013 7:27,CBKNA - Replication still running/Files not delivered.,GSI,Closed,P1,,,,,,,,,v11 CBK Launch Team,NO,6/28/2013 13:10,,,v11.Feeds Related Issues.Data Warehouse,
25367,Incident,6/17/2013 15:23,CJB V11 Credit Stuck in Open ACRE Status Check,CS Clothing,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,6/27/2013 11:14,Clothing.Client Services Ops,,v11.Call Center Related Issues.GSI Customer Care,
25357,Incident,6/17/2013 13:59,Order Review Request,Christopher and Banks,Closed,P3,,"Sokolov, Stanislav ",6/27/2013 12:03,,,,,,v11 CBK Launch Team,NO,7/19/2013 16:36,CBK.TAM,,v11.Payment Related Issues.Tender,
25311,Incident,6/16/2013 12:21,Jira - 25311 - Store Reporting Not Working - Errors Displaying,Christopher and Banks,Closed,P3,,"Weil, Edward ",,,,,,,v11 CBK Launch Team,YES,6/28/2013 15:16,CBK.TAM,,v11.GSI Store Reporting.GSI Store Reporting,
25282,Incident,6/14/2013 21:58,CBKNAQA-3480 - Products need to be searchable using Style ID,Christopher and Banks,Closed,P2,,"Jadhav, Sameer ",,,,,,,v11 CBK Launch Team,NO,6/24/2013 10:38,CBK.TAM,,v11.Storefront Related Issues.Search,
25268,Request,6/14/2013 15:24,Resend of Operational Emails for orders with OGC's,CS Clothing,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,6/18/2013 20:53,Clothing.Client Services Ops,,v11.Email Related Issues.Transaction Emails,
25256,Request,6/14/2013 12:25,"CBK order numbe r0003600009594701 has an ACRE request on it that is currently in ""ACRE Status Check"" and is showing an error.",CS Clothing,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,6/27/2013 11:12,Clothing.Client Services Ops,,v11.Call Center Related Issues.CSR Webstore,
25249,Request,6/14/2013 10:24,Resend of Operational Emails for CBK V11 OMS Order #100001166111,CS Clothing,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,6/27/2013 14:32,Clothing.Client Services Ops,,v11.Email Related Issues.Transaction Emails,
25212,Request,6/13/2013 14:45,V11 Customer Care ACRE RID 005321 - Stuck in Open status,CS Clothing,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,6/27/2013 11:13,Clothing.Client Services Ops,,v11.Call Center Related Issues.GSI Customer Care,
25207,Incident,6/13/2013 14:04,CBKNAQA-3484 Images missing from True Action Push 6.12.13,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,6/27/2013 12:03,CBK.TAM,,v11.Feeds Related Issues.Image Feeds,
25202,Incident,6/13/2013 13:34,CBKNAQA-3471 CJB SEO Issues,Christopher and Banks,Closed,P1,,,,,,,,,v11 CBK Launch Team,NO,6/27/2013 16:00,CBK.TAM,,"v11.Webanalytics.Referrals, Searches, Sessions and Visitors",
25164,Incident,6/13/2013 5:40,CBKNA - order load failed in DW,"Partica, Frank ",Closed,P1,,,,,,,Change is Live,,v11 CBK Launch Team,NO,6/20/2013 16:59,,,v11.Feeds Related Issues.Inbound,
25145,Request,6/12/2013 15:28,Online Gift Certificate Not received,CS Clothing,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,6/27/2013 14:33,Clothing.Client Services Ops,,v11.Email Related Issues.Transaction Emails,
25125,Incident,6/12/2013 12:02,CBKNAQA-3472 Links on our CMS banners are taking us out of the AOS site,Christopher and Banks,Closed,P2,,,,,,,,,v11 CBK Launch Team,YES,6/28/2013 15:56,CBK.TAM,,v11.Storefront Related Issues.Homepage,
25105,Incident,6/12/2013 8:22,CBK/CJB job execution - 6/12/2013 Waiting for Product catalog files,GSI,Closed,P2,,,,,,,,,v11 CBK Launch Team,NO,6/13/2013 14:24,,,v11.Data Migration,
25078,Request,6/11/2013 15:40,Operational Email for OGC Not sent,CS Clothing,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,6/27/2013 14:34,Clothing.Client Services Ops,,v11.Email Related Issues.Transaction Emails,
25073,Incident,6/11/2013 15:30,Customers are unable to track their orders using the 'My Account - Track Your Order' feature,CS Clothing,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,6/24/2013 13:38,Clothing.Client Services Ops,,v11.Storefront Related Issues.MyAccount,
25057,Incident,6/11/2013 14:11,V11 - CBK/CJB Customers Reporting a Double Charge,CS Clothing,Closed,P2,,"Barker, Andy ",6/12/2013 14:35,,,,,6/14/2013 14:31,v11 CBK Launch Team,NO,6/17/2013 15:14,Clothing.Client Services Ops,,v11.Payment Related Issues.Payment,
25049,Incident,6/11/2013 12:55,CBKNAQA-3465 Customer Care (V11) Operational Emails not sending,CS Clothing,Closed,P1,,,,,,,,,v11 CBK Launch Team,NO,6/27/2013 14:29,Clothing.Client Services Ops,,v11.Call Center Related Issues.GSI Customer Care,
25027,Incident,6/11/2013 10:29,CBKNAQA-3466 Inventory in Store reporting shows 10% less inventory than CBK reports,Christopher and Banks,Closed,P2,,,,,,,,,v11 CBK Launch Team,YES,7/30/2013 10:27,CBK.TAM,,v11.GSI Store Reporting.GSI Store Reporting,
24994,Incident,6/10/2013 17:48,AOS CHeckout: Order COnfirmation page does not load or is VERY slow,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,6/11/2013 10:57,CBK.TAM,,v11.Storefront Related Issues.Checkout,
24993,Incident,6/10/2013 17:43,AOS Checkout: Review Order Information is slow / freezes,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,6/11/2013 9:05,CBK.TAM,,v11.Storefront Related Issues.Checkout,
24992,Incident,6/10/2013 17:38,AOS Checkout: Payment Method is slow,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,6/11/2013 10:56,CBK.TAM,,v11.Storefront Related Issues.Checkout,
24991,Incident,6/10/2013 17:36,AOS Checkout: Shipping method is slow,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,6/11/2013 9:06,CBK.TAM,,v11.Storefront Related Issues.Checkout,
24990,Incident,6/10/2013 17:33,AOS Checkout: Address verification is SLOW,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,6/11/2013 9:06,CBK.TAM,,v11.Storefront Related Issues.Checkout,
24988,Incident,6/10/2013 17:29,AOS Checkout: Entering address is very slow,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,6/11/2013 9:06,CBK.TAM,,v11.Storefront Related Issues.Checkout,
24987,Request,6/10/2013 17:26,Resend OGC email,CS Clothing,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,6/27/2013 14:35,Clothing.Client Services Ops,,v11.Call Center Related Issues.GSI Customer Care,
24986,Incident,6/10/2013 17:25,AOS Checkout screen: Clicking on Proceed to Secure Checkout is Very Slow at Shopping Bag page,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,6/11/2013 9:06,CBK.TAM,,v11.Storefront Related Issues.Checkout,
24969,Request,6/10/2013 15:51,Adjustment / Credit are not procseeing and are stuck in open status. ,CS Clothing,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,6/27/2013 11:13,Clothing.Client Services Ops,,v11.Call Center Related Issues.GSI Customer Care,
24933,Request,6/10/2013 12:23,No Operational Email available for OGC (CBK V11 Order 100001165624),CS Clothing,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,6/27/2013 14:36,Clothing.Client Services Ops,,v11.Call Center Related Issues.GSI Customer Care,
24911,Incident,6/10/2013 7:13,No merchandise showing from drop down search on CBKUS NJ,SysOps,Closed,P1,,,,,,,,,v11 CBK Launch Team,NO,6/11/2013 6:07,,,v11.Storefront Related Issues.Search,
24906,Incident,6/10/2013 3:22,CBKNA - ProcessActivePromotionProducts job finished with exception,Christopher and Banks,Closed,P1,,,,,,,,,v11 CBK Launch Team,NO,6/24/2013 10:35,CBK.TAM,,v11.Performance Related Issues.Indicative Alerts,
24844,Incident,6/7/2013 13:36,CBKNAQA-3458 Print Receipt at the order Confirmation page does not work,Christopher and Banks,Closed,P2,,,,,,,,,v11 CBK Launch Team,YES,6/14/2013 14:49,CBK.TAM,,v11.Storefront Related Issues.Checkout,
24843,Incident,6/7/2013 13:30,Customers are getting 30 day Order Cancellation emails for orders that were previously cancelled or completed,Christopher and Banks,Closed,P2,,,,,,,,,v11 CBK Launch Team,YES,7/25/2013 11:44,CBK.TAM,,v11.Email Related Issues.Transaction Emails,
24839,Incident,6/7/2013 13:11,CBKNAQA-3453 'Delay/Cancellation' Email Being Sent in Error,Christopher and Banks,Closed,P3,,"Gurram, Vinay ",,,,,,,v11 CBK Launch Team,NO,6/7/2013 13:54,CBK.TAM,,v11.Email Related Issues.Transaction Emails,
24837,Incident,6/7/2013 12:58,Partner/Client/Store: CBK and CJB - Issue: Free Shipping Promo Not Applying Correctly,CS Clothing,Closed,P3,,"Gupta, Bipin ",,,,,,,v11 CBK Launch Team,NO,7/23/2013 18:29,Clothing.Client Services Ops,,v11.Storefront Related Issues.Checkout,
24777,Incident,6/6/2013 15:07,Store/Partner: CBK and CJB - Issue: Customers are unable to reply to order operational emails,CS Clothing,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,6/27/2013 14:37,Clothing.Client Services Ops,,v11.Email Related Issues.Transaction Emails,
24754,Incident,6/6/2013 13:48,"CBKNAQA-3453 Store/Partner: CBK and CJB - Issue: Orders placed on 4/30, shipped and received by customers are now receiving Delay/Cancellation Emails",CS Clothing,Closed,P1,,"Soni, Uttam ",6/6/2013 23:35,,,,,6/10/2013 21:06,v11 CBK Launch Team,NO,6/17/2013 12:29,Clothing.Client Services Ops,,v11.Email Related Issues.Transaction Emails,
24751,Incident,6/6/2013 13:03,The unsubscribe feed has not been processing for CBK or CJB for the last few days,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,6/29/2013 20:17,CBK.TAM,,v11.Email Related Issues.Marketing Emails,
24731,Incident,6/6/2013 9:51,CBKNAQA-3448 - Offline products appear on the LIVE Webstores (CBK & CJB) today and the off-DC,Christopher and Banks,Closed,P2,,"Murack, David ",,,,,,,v11 CBK Launch Team,NO,7/24/2013 16:14,CBK.TAM,,v11.Storefront Related Issues.Category,
24707,Incident,6/5/2013 18:45,"CBKNAQA-3457 Edit Job ""Catalog"" Failed for CBKNA",SysOps,Closed,P2,,,,,,,,,v11 CBK Launch Team,NO,6/10/2013 13:06,,,v11.Data Migration,
24702,Incident,6/5/2013 17:06,CBK/CJB: Issue with the Sale category,Central Tools Support User,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,7/8/2013 10:03,,,v11.Storefront Related Issues.Category,
24679,Incident,6/5/2013 12:27,Incorrect Mapping for the Channel Advisor Product Feed,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,7/19/2013 11:10,CBK.TAM,,v11.Email Related Issues.Marketing Emails,
24669,Incident,6/5/2013 11:35,CBKNAQA-3473 Images of recently view items not displaying,Christopher and Banks,Closed,P3,,,,,,,,,v11 CBK Launch Team,YES,6/28/2013 10:39,CBK.TAM,,v11.Storefront Related Issues.WebStore Display,
24643,Incident,6/5/2013 9:54,CBK - Switching over to SEC Datacenter caused certain cart event messages to not be received by the DW.,"Partica, Frank ",Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,6/13/2013 11:59,CBK.TAM,,v11.Feeds Related Issues.Data Warehouse,
24577,Incident,6/4/2013 10:29,duplicate tables in Product flatten dimension table,Christopher and Banks,Closed,P3,,"Srivastava, Ashish ",,,,,Deploy Scheduled,,v11 CBK Launch Team,NO,6/13/2013 12:11,CBK.TAM,,v11.GSI Store Reporting.Partner Facing Reports,
24565,Incident,6/4/2013 8:22,CBK - Error appearing on homepage,SysOps,Closed,P3,,,,,,,,,v11 CBK Launch Team,NO,6/5/2013 11:06,,,v11.Storefront Related Issues.WebStore Display,
24545,Incident,6/3/2013 17:13,(OMS) CBK invoiced data is missing master invoice & GL posting on 5/17 & 5/20 totaling $1804.31,Christopher and Banks,Closed,P3,,"Gurram, Vinay ",,,,,,,v11 CBK Launch Team,NO,6/28/2013 13:20,CBK.TAM,,v11.Finance Related Issues,
